sample_id,trial_number,scent_id,scent_name,phase,time_s,temp_C,humidity_pct,pressure_kPa,gas_bme,srawVoc,srawNox,NO2,ethanol,VOC_multichannel,COandH2
1,1,7,apple,baseline,0,23.48,32.58,100.94,113.87,30646,14583,223,371,394,855
1,1,7,apple,baseline,1.215,23.48,32.59,100.94,112.87,30656,14576,224,371,394,856
1,1,7,apple,baseline,2.43,23.48,32.58,100.94,113.25,30624,14576,224,371,394,857
1,1,7,apple,baseline,3.645,23.47,32.58,100.94,114.18,30605,14580,223,370,394,857
1,1,7,apple,baseline,4.86,23.47,32.58,100.94,113.95,30614,14576,223,370,393,858
1,1,7,apple,baseline,6.075,23.47,32.57,100.94,114.33,30659,14583,223,370,393,856
1,1,7,apple,baseline,7.29,23.47,32.59,100.94,113.79,30666,14584,222,370,392,855
1,1,7,apple,baseline,8.505,23.47,32.57,100.94,114.65,30657,14575,222,370,392,855
1,1,7,apple,baseline,9.72,23.47,32.57,100.94,114.26,30706,14584,220,369,391,854
1,1,7,apple,baseline,10.935,23.47,32.6,100.94,113.64,30657,14578,221,369,392,853
1,1,7,apple,baseline,12.15,23.47,32.59,100.94,113.48,30680,14584,221,369,392,853
1,1,7,apple,baseline,13.365,23.46,32.58,100.94,113.79,30724,14579,222,370,391,854
1,1,7,apple,baseline,14.58,23.46,32.6,100.94,114.18,30667,14581,223,369,391,854
1,1,7,apple,baseline,15.795,23.47,32.6,100.94,113.41,30720,14585,222,369,391,854
1,1,7,apple,baseline,17.01,23.47,32.59,100.94,114.57,30683,14582,222,369,390,855
1,1,7,apple,baseline,18.225,23.47,32.6,100.94,114.1,30687,14577,221,369,390,854
1,1,7,apple,baseline,19.44,23.47,32.59,100.94,114.65,30734,14577,221,368,390,854
1,1,7,apple,baseline,20.655,23.47,32.58,100.94,114.18,30662,14587,221,368,390,854
1,1,7,apple,baseline,21.87,23.46,32.6,100.94,114.57,30670,14588,220,369,389,853
1,1,7,apple,baseline,23.085,23.46,32.6,100.94,114.1,30687,14577,221,368,389,853
1,1,7,apple,baseline,24.3,23.46,32.6,100.94,114.18,30776,14578,221,368,389,853
1,1,7,apple,baseline,25.515,23.45,32.6,100.94,114.18,30728,14578,221,368,388,857
1,1,7,apple,baseline,26.73,23.46,32.61,100.94,114.18,30697,14578,220,368,388,855
1,1,7,apple,baseline,27.945,23.46,32.58,100.94,113.87,30721,14586,219,368,387,854
1,1,7,apple,baseline,29.16,23.46,32.62,100.94,113.87,30725,14585,218,367,387,853
1,1,7,apple,exposure,30.375,23.46,32.61,100.94,100.06,30763,14581,219,370,391,931
1,1,7,apple,exposure,31.59,23.47,32.73,100.94,62.86,26548,14591,272,418,435,1016
1,1,7,apple,exposure,32.805,23.47,33.05,100.94,47.88,25663,14604,303,453,469,1018
1,1,7,apple,exposure,34.02,23.46,33.51,100.94,41.18,25273,14629,325,483,496,1018
1,1,7,apple,exposure,35.235,23.47,34.01,100.94,37.19,25123,14664,338,505,519,1018
1,1,7,apple,exposure,36.45,23.47,34.54,100.94,34.96,25047,14687,348,523,539,1017
1,1,7,apple,exposure,37.665,23.48,35.01,100.94,33.78,25033,14715,355,538,554,1018
1,1,7,apple,exposure,38.88,23.47,35.46,100.94,32.77,25034,14739,361,554,568,1019
1,1,7,apple,exposure,40.095,23.48,35.88,100.94,31.95,24983,14758,366,567,581,1018
1,1,7,apple,exposure,41.31,23.48,36.26,100.94,31.26,25006,14770,371,579,594,1019
1,1,7,apple,exposure,42.525,23.48,36.59,100.94,30.93,24951,14788,376,589,605,1018
1,1,7,apple,exposure,43.74,23.48,36.9,100.94,30.71,24965,14801,379,596,615,1018
1,1,7,apple,exposure,44.955,23.48,37.15,100.94,30.78,24963,14817,382,603,623,1019
1,1,7,apple,exposure,46.17,23.49,37.38,100.94,30.69,24985,14829,383,610,631,1019
1,1,7,apple,exposure,47.385,23.49,37.58,100.94,30.64,24947,14845,386,615,638,1018
1,1,7,apple,exposure,48.6,23.49,37.78,100.94,30.87,24917,14849,386,621,645,1018
1,1,7,apple,exposure,49.815,23.49,37.94,100.94,30.6,24901,14860,388,626,651,1018
1,1,7,apple,exposure,51.03,23.49,38.05,100.94,30.55,24904,14865,390,630,657,1019
1,1,7,apple,exposure,52.245,23.5,38.19,100.94,30.51,24962,14872,392,635,662,1018
1,1,7,apple,exposure,53.46,23.5,38.31,100.94,30.71,24857,14877,393,639,667,1017
1,1,7,apple,exposure,54.675,23.51,38.41,100.94,30.66,24869,14887,394,643,670,1019
1,1,7,apple,exposure,55.89,23.49,38.5,100.94,30.71,24919,14885,394,646,675,1018
1,1,7,apple,exposure,57.105,23.51,38.58,100.94,30.75,24891,14894,395,649,679,1018
1,1,7,apple,exposure,58.32,23.51,38.65,100.94,30.82,24879,14893,395,652,682,1018
1,1,7,apple,exposure,59.535,23.51,38.71,100.94,30.73,24879,14903,396,656,685,1018
1,1,7,apple,exposure,60.75,23.52,38.76,100.94,30.89,24838,14903,397,658,689,1018
1,1,7,apple,exposure,61.965,23.52,38.83,100.94,30.78,24833,14905,398,661,692,1019
1,1,7,apple,exposure,63.18,23.52,38.86,100.94,30.71,24800,14904,398,662,694,1018
1,1,7,apple,exposure,64.395,23.52,38.91,100.94,30.51,24795,14911,399,665,698,1018
1,1,7,apple,exposure,65.61,23.52,38.95,100.94,30.4,24821,14907,400,667,702,1018
1,1,7,apple,exposure,66.825,23.53,38.98,100.94,30.64,24861,14914,400,669,703,1017
1,1,7,apple,exposure,68.04,23.52,39.04,100.94,30.69,24878,14913,401,671,704,1018
1,1,7,apple,exposure,69.255,23.53,39.03,100.94,30.89,24903,14907,401,672,706,1018
1,1,7,apple,exposure,70.47,23.53,39.06,100.94,31.05,24909,14917,401,674,708,1018
1,1,7,apple,exposure,71.685,23.53,39.07,100.94,31.42,24887,14914,402,674,710,1018
1,1,7,apple,exposure,72.9,23.54,39.08,100.94,31.49,24904,14911,402,676,712,1018
1,1,7,apple,exposure,74.115,23.54,39.08,100.94,31.4,24886,14920,402,677,713,1018
1,1,7,apple,exposure,75.33,23.54,39.09,100.94,31.47,24927,14923,403,679,714,1017
1,1,7,apple,exposure,76.545,23.54,39.1,100.94,31.49,24940,14917,403,681,715,1018
1,1,7,apple,exposure,77.76,23.55,39.11,100.94,31.61,24952,14923,403,682,717,1018
1,1,7,apple,exposure,78.975,23.54,39.08,100.94,31.71,24931,14912,404,683,718,1017
1,1,7,apple,exposure,80.19,23.55,39.11,100.94,31.66,24937,14916,405,684,719,1018
1,1,7,apple,exposure,81.405,23.54,39.09,100.94,31.85,24899,14915,405,685,720,1018
1,1,7,apple,exposure,82.62,23.55,39.1,100.94,31.95,24860,14921,405,686,720,1018
1,1,7,apple,exposure,83.835,23.55,39.1,100.94,31.78,24847,14912,404,686,722,1018
1,1,7,apple,exposure,85.05,23.56,39.13,100.94,31.66,24820,14920,405,687,723,1018
1,1,7,apple,exposure,86.265,23.56,39.13,100.95,31.71,24850,14913,404,687,724,1018
1,1,7,apple,exposure,87.48,23.56,39.11,100.94,31.56,24796,14920,405,687,725,1019
1,1,7,apple,exposure,88.695,23.56,39.14,100.94,31.61,24852,14921,405,688,726,1017
1,1,7,apple,exposure,89.91,23.56,39.14,100.94,31.54,24779,14923,403,688,727,1018
1,1,7,apple,exposure,91.125,23.56,39.15,100.94,31.56,24788,14920,404,689,729,1017
1,1,7,apple,exposure,92.34,23.57,39.18,100.94,31.47,24812,14922,405,689,729,1018
1,1,7,apple,exposure,93.555,23.56,39.18,100.94,31.49,24785,14923,406,690,729,1018
1,1,7,apple,exposure,94.77,23.57,39.19,100.94,31.52,24857,14917,405,690,730,1018
1,1,7,apple,exposure,95.985,23.57,39.2,100.94,31.73,24814,14918,406,691,731,1017
1,1,7,apple,exposure,97.2,23.57,39.19,100.94,32,24855,14921,404,691,730,1018
1,1,7,apple,exposure,98.415,23.57,39.18,100.94,32.62,24824,14918,405,692,731,1018
1,1,7,apple,exposure,99.63,23.58,39.17,100.95,32.83,24877,14921,404,692,730,1018
1,1,7,apple,exposure,100.845,23.57,39.14,100.94,33.11,24895,14922,404,693,730,1017
1,1,7,apple,exposure,102.06,23.58,39.14,100.94,33.48,24877,14919,403,692,731,1018
1,1,7,apple,exposure,103.275,23.58,39.12,100.94,33.61,24870,14922,403,694,731,1019
1,1,7,apple,exposure,104.49,23.58,39.08,100.94,33.59,24870,14916,403,693,731,1018
1,1,7,apple,exposure,105.705,23.58,39.09,100.94,33.51,24892,14918,404,694,732,1018
1,1,7,apple,exposure,106.92,23.58,39.08,100.94,33.4,24841,14919,404,694,732,1018
1,1,7,apple,exposure,108.135,23.58,39.08,100.94,33.29,24829,14920,404,694,733,1018
1,1,7,apple,exposure,109.35,23.59,39.08,100.94,33.29,24857,14918,404,695,734,1018
1,1,7,apple,exposure,110.565,23.59,39.09,100.94,33.35,24827,14913,405,695,734,1019
1,1,7,apple,exposure,111.78,23.59,39.08,100.94,32.93,24776,14918,404,695,735,1017
1,1,7,apple,exposure,112.995,23.59,39.1,100.94,32.88,24850,14916,406,695,735,1017
1,1,7,apple,exposure,114.21,23.59,39.1,100.94,32.57,24854,14922,405,695,734,1018
1,1,7,apple,exposure,115.425,23.59,39.12,100.94,32.6,24841,14915,404,695,736,1018
1,1,7,apple,exposure,116.64,23.6,39.11,100.94,32.24,24829,14918,406,696,736,1017
1,1,7,apple,exposure,117.855,23.59,39.13,100.94,32.24,24817,14924,407,696,737,1018
1,1,7,apple,exposure,119.07,23.6,39.14,100.94,32.1,24822,14923,407,697,737,1017
1,1,7,apple,recovery,120.285,23.6,39.14,100.94,32.19,24813,14916,407,697,739,1017
1,1,7,apple,recovery,121.5,23.6,39.14,100.94,34.99,24958,14925,394,688,732,1015
1,1,7,apple,recovery,122.715,23.61,39,100.94,41.58,25477,14915,361,667,714,1006
1,1,7,apple,recovery,123.93,23.61,38.68,100.94,48.49,25988,14898,339,650,700,998
1,1,7,apple,recovery,125.145,23.62,38.29,100.94,55.34,26411,14880,324,634,688,991
1,1,7,apple,recovery,126.36,23.61,37.87,100.94,61.21,26835,14865,313,622,676,985
1,1,7,apple,recovery,127.575,23.61,37.43,100.94,66.82,27191,14846,303,610,667,979
1,1,7,apple,recovery,128.79,23.6,37.01,100.94,71.69,27494,14825,295,599,657,973
1,1,7,apple,recovery,130.005,23.61,36.62,100.94,75.16,27782,14801,287,588,647,967
1,1,7,apple,recovery,131.22,23.59,36.26,100.94,79.44,28062,14780,281,579,639,962
1,1,7,apple,recovery,132.435,23.6,35.92,100.94,81.29,28241,14774,277,571,631,956
1,1,7,apple,recovery,133.65,23.59,35.61,100.94,84.83,28482,14750,273,562,623,951
1,1,7,apple,recovery,134.865,23.6,35.37,100.94,86.49,28569,14742,269,555,616,947
1,1,7,apple,recovery,136.08,23.6,35.1,100.94,88.04,28717,14721,267,548,610,942
1,1,7,apple,recovery,137.295,23.59,34.89,100.94,89.74,28786,14714,264,542,603,939
1,1,7,apple,recovery,138.51,23.59,34.68,100.94,90.81,28876,14703,262,536,597,935
1,1,7,apple,recovery,139.725,23.59,34.5,100.94,92.61,28988,14696,260,530,592,932
1,1,7,apple,recovery,140.94,23.59,34.35,100.94,93.44,29037,14691,258,524,586,928
1,1,7,apple,recovery,142.155,23.58,34.19,100.94,94.5,29091,14681,256,520,581,924
1,1,7,apple,recovery,143.37,23.59,34.07,100.94,95.25,29162,14675,255,514,576,922
1,1,7,apple,recovery,144.585,23.58,33.98,100.94,94.96,29206,14670,252,509,570,919
1,1,7,apple,recovery,145.8,23.58,33.87,100.94,95.93,29288,14665,251,505,565,917
1,1,7,apple,recovery,147.015,23.58,33.75,100.94,97.21,29367,14651,249,500,561,913
1,1,7,apple,recovery,148.23,23.57,33.68,100.94,97.72,29317,14642,247,497,556,911
1,1,7,apple,recovery,149.445,23.56,33.61,100.94,98.36,29452,14645,246,493,552,911
1,1,7,apple,recovery,150.66,23.57,33.53,100.94,98.59,29458,14641,245,489,548,908
1,1,7,apple,recovery,151.875,23.56,33.46,100.94,100.18,29459,14637,244,486,544,905
1,1,7,apple,recovery,153.09,23.56,33.41,100.94,100.18,29478,14636,243,482,540,903
1,1,7,apple,recovery,154.305,23.55,33.36,100.94,100.9,29480,14632,242,479,537,900
1,1,7,apple,recovery,155.52,23.55,33.31,100.94,101.09,29524,14628,240,476,533,900
1,1,7,apple,recovery,156.735,23.55,33.26,100.94,102.13,29623,14628,240,473,529,897
1,1,7,apple,recovery,157.95,23.55,33.24,100.94,101.64,29610,14615,238,469,526,896
1,1,7,apple,recovery,159.165,23.54,33.18,100.94,102.32,29633,14626,237,467,523,894
1,1,7,apple,recovery,160.38,23.54,33.15,100.94,102.64,29746,14615,237,465,520,893
1,1,7,apple,recovery,161.595,23.53,33.12,100.94,103.46,29716,14619,236,462,517,891
1,1,7,apple,recovery,162.81,23.53,33.1,100.94,104.04,29750,14613,235,459,514,888
1,1,7,apple,recovery,164.025,23.52,33.08,100.94,104.43,29773,14619,236,457,511,887
1,1,7,apple,recovery,165.24,23.52,33.06,100.94,103.71,29746,14615,235,455,508,885
1,1,7,apple,recovery,166.455,23.53,33.03,100.94,104.36,29754,14610,234,452,506,885
1,1,7,apple,recovery,167.67,23.51,33.01,100.94,104.75,29789,14611,233,451,503,882
1,1,7,apple,recovery,168.885,23.52,32.99,100.94,106.01,29772,14613,232,448,500,881
1,1,7,apple,recovery,170.1,23.51,32.98,100.94,105.61,29802,14607,232,447,498,880
1,1,7,apple,recovery,171.315,23.51,32.97,100.94,105.75,29841,14601,231,444,495,880
1,1,7,apple,recovery,172.53,23.51,32.96,100.94,106.21,29850,14605,231,443,494,879
1,1,7,apple,recovery,173.745,23.51,32.93,100.94,106.21,29848,14598,231,441,491,879
1,1,7,apple,recovery,174.96,23.51,32.93,100.94,107.23,29892,14600,230,438,489,878
1,1,7,apple,recovery,176.175,23.49,32.9,100.94,107.72,29895,14595,230,437,487,877
1,1,7,apple,recovery,177.39,23.49,32.91,100.94,108.07,29916,14596,229,435,484,876
1,1,7,apple,recovery,178.605,23.5,32.89,100.94,107.72,29976,14601,229,435,483,874
1,1,7,apple,recovery,179.82,23.49,32.92,100.94,108.13,29956,14606,229,433,480,874
2,2,7,apple,baseline,0,23.39,32.76,100.93,116.16,30627,14607,232,381,402,850
2,2,7,apple,baseline,1.215,23.39,32.75,100.93,116.4,30667,14610,232,381,401,849
2,2,7,apple,baseline,2.43,23.38,32.74,100.93,116.16,30640,14608,231,381,401,849
2,2,7,apple,baseline,3.645,23.39,32.74,100.93,116.89,30653,14609,232,382,402,849
2,2,7,apple,baseline,4.86,23.39,32.74,100.93,117.13,30642,14606,231,382,401,849
2,2,7,apple,baseline,6.075,23.39,32.75,100.93,116.24,30650,14613,233,382,402,849
2,2,7,apple,baseline,7.29,23.38,32.75,100.93,116.24,30661,14608,235,382,402,848
2,2,7,apple,baseline,8.505,23.39,32.77,100.93,116.48,30664,14609,235,383,403,849
2,2,7,apple,baseline,9.72,23.4,32.78,100.93,116.24,30705,14613,235,382,402,848
2,2,7,apple,baseline,10.935,23.39,32.78,100.93,117.54,30648,14619,233,383,402,848
2,2,7,apple,baseline,12.15,23.39,32.77,100.93,116.48,30637,14610,231,382,401,847
2,2,7,apple,baseline,13.365,23.39,32.76,100.93,116.24,30725,14613,233,383,402,848
2,2,7,apple,baseline,14.58,23.4,32.76,100.93,116.16,30676,14609,231,382,401,848
2,2,7,apple,baseline,15.795,23.39,32.75,100.93,116.56,30633,14613,230,382,401,848
2,2,7,apple,baseline,17.01,23.39,32.74,100.93,116.81,30726,14614,228,381,401,847
2,2,7,apple,baseline,18.225,23.38,32.74,100.93,117.05,30740,14616,228,381,401,848
2,2,7,apple,baseline,19.44,23.38,32.73,100.93,117.3,30715,14609,226,380,400,847
2,2,7,apple,baseline,20.655,23.38,32.73,100.93,117.46,30695,14611,225,380,400,847
2,2,7,apple,baseline,21.87,23.38,32.71,100.93,118.63,30738,14610,224,380,400,848
2,2,7,apple,baseline,23.085,23.38,32.72,100.93,117.96,30703,14611,224,379,399,846
2,2,7,apple,baseline,24.3,23.38,32.71,100.93,117.38,30671,14609,223,379,399,847
2,2,7,apple,baseline,25.515,23.38,32.71,100.93,117.46,30739,14609,223,379,398,849
2,2,7,apple,baseline,26.73,23.38,32.71,100.93,117.54,30679,14604,224,379,398,850
2,2,7,apple,baseline,27.945,23.38,32.71,100.93,117.71,30741,14612,223,379,398,849
2,2,7,apple,baseline,29.16,23.37,32.71,100.93,117.87,30702,14615,223,378,397,847
2,2,7,apple,exposure,30.375,23.38,32.72,100.93,85.35,30525,14606,225,378,399,877
2,2,7,apple,exposure,31.59,23.38,32.83,100.93,52.2,26374,14609,258,405,429,1011
2,2,7,apple,exposure,32.805,23.39,33.17,100.93,39.28,25401,14635,285,440,459,1014
2,2,7,apple,exposure,34.02,23.39,33.6,100.93,33.67,24945,14655,314,469,494,1017
2,2,7,apple,exposure,35.235,23.4,34.12,100.93,30.49,24798,14683,339,499,525,1019
2,2,7,apple,exposure,36.45,23.4,34.6,100.93,29.01,24672,14712,357,524,551,1019
2,2,7,apple,exposure,37.665,23.41,35.08,100.93,27.91,24651,14745,371,547,573,1019
2,2,7,apple,exposure,38.88,23.41,35.52,100.93,27.29,24619,14758,383,566,593,1019
2,2,7,apple,exposure,40.095,23.41,35.92,100.93,26.96,24599,14786,393,583,611,1019
2,2,7,apple,exposure,41.31,23.41,36.26,100.93,26.67,24594,14798,401,596,628,1019
2,2,7,apple,exposure,42.525,23.42,36.57,100.93,26.97,24608,14815,407,607,641,1018
2,2,7,apple,exposure,43.74,23.42,36.83,100.93,26.72,24604,14829,411,616,653,1019
2,2,7,apple,exposure,44.955,23.42,37.07,100.93,26.87,24633,14833,414,622,663,1018
2,2,7,apple,exposure,46.17,23.43,37.3,100.93,27.03,24641,14849,415,628,670,1019
2,2,7,apple,exposure,47.385,23.43,37.48,100.93,27.18,24665,14861,416,635,677,1019
2,2,7,apple,exposure,48.6,23.44,37.66,100.94,27.65,24702,14870,417,639,683,1018
2,2,7,apple,exposure,49.815,23.45,37.83,100.93,27.89,24738,14878,417,644,687,1019
2,2,7,apple,exposure,51.03,23.45,37.93,100.93,28.21,24738,14878,417,648,692,1019
2,2,7,apple,exposure,52.245,23.45,38.05,100.93,28.63,24825,14886,419,652,696,1018
2,2,7,apple,exposure,53.46,23.46,38.14,100.93,29.05,24794,14890,419,654,700,1018
2,2,7,apple,exposure,54.675,23.46,38.22,100.93,29.4,24825,14898,419,659,702,1018
2,2,7,apple,exposure,55.89,23.46,38.27,100.93,29.42,24796,14896,419,661,707,1018
2,2,7,apple,exposure,57.105,23.46,38.31,100.93,29.48,24782,14910,419,664,709,1018
2,2,7,apple,exposure,58.32,23.47,38.38,100.93,29.52,24797,14900,420,667,712,1019
2,2,7,apple,exposure,59.535,23.48,38.42,100.93,29.48,24739,14906,421,670,716,1019
2,2,7,apple,exposure,60.75,23.48,38.44,100.93,29.48,24729,14914,422,673,718,1018
2,2,7,apple,exposure,61.965,23.49,38.48,100.93,29.54,24745,14918,424,675,720,1018
2,2,7,apple,exposure,63.18,23.48,38.49,100.93,29.56,24743,14904,424,678,724,1019
2,2,7,apple,exposure,64.395,23.49,38.51,100.93,29.67,24753,14916,425,681,727,1019
2,2,7,apple,exposure,65.61,23.49,38.53,100.93,29.71,24736,14915,426,682,728,1019
2,2,7,apple,exposure,66.825,23.5,38.55,100.93,29.69,24743,14911,426,684,731,1019
2,2,7,apple,exposure,68.04,23.5,38.56,100.93,29.6,24727,14919,427,686,732,1019
2,2,7,apple,exposure,69.255,23.52,38.57,100.93,29.58,24733,14922,428,687,734,1018
2,2,7,apple,exposure,70.47,23.52,38.58,100.93,29.54,24691,14918,427,689,735,1018
2,2,7,apple,exposure,71.685,23.51,38.58,100.93,29.54,24693,14913,428,690,738,1017
2,2,7,apple,exposure,72.9,23.53,38.58,100.93,29.4,24697,14923,429,691,739,1018
2,2,7,apple,exposure,74.115,23.53,38.58,100.93,29.29,24663,14912,430,693,741,1018
2,2,7,apple,exposure,75.33,23.53,38.63,100.93,29.37,24629,14915,430,694,743,1018
2,2,7,apple,exposure,76.545,23.53,38.64,100.93,29.21,24626,14920,431,695,744,1019
2,2,7,apple,exposure,77.76,23.54,38.66,100.93,29.09,24624,14923,431,696,746,1018
2,2,7,apple,exposure,78.975,23.55,38.67,100.93,29.05,24603,14920,432,697,747,1019
2,2,7,apple,exposure,80.19,23.55,38.68,100.94,28.91,24618,14921,432,698,747,1019
2,2,7,apple,exposure,81.405,23.56,38.73,100.93,29.01,24618,14925,433,699,748,1019
2,2,7,apple,exposure,82.62,23.56,38.74,100.93,29.07,24626,14929,434,700,749,1018
2,2,7,apple,exposure,83.835,23.57,38.76,100.93,29.05,24657,14927,434,700,751,1018
2,2,7,apple,exposure,85.05,23.57,38.77,100.93,29.09,24665,14932,434,701,751,1018
2,2,7,apple,exposure,86.265,23.57,38.78,100.93,29.13,24672,14932,434,702,751,1019
2,2,7,apple,exposure,87.48,23.58,38.79,100.94,29.09,24682,14925,434,703,751,1018
2,2,7,apple,exposure,88.695,23.58,38.81,100.93,29.13,24670,14930,434,704,753,1019
2,2,7,apple,exposure,89.91,23.59,38.8,100.93,29.07,24663,14934,434,704,753,1018
2,2,7,apple,exposure,91.125,23.59,38.82,100.93,29.11,24634,14932,434,704,754,1019
2,2,7,apple,exposure,92.34,23.59,38.83,100.93,29.01,24609,14926,433,704,754,1018
2,2,7,apple,exposure,93.555,23.6,38.81,100.93,29.03,24620,14923,433,704,755,1018
2,2,7,apple,exposure,94.77,23.61,38.81,100.93,28.95,24615,14929,433,705,755,1018
2,2,7,apple,exposure,95.985,23.6,38.84,100.93,28.91,24614,14930,433,706,756,1018
2,2,7,apple,exposure,97.2,23.61,38.82,100.93,28.87,24605,14930,433,706,756,1019
2,2,7,apple,exposure,98.415,23.62,38.83,100.93,29.03,24621,14927,434,706,756,1018
2,2,7,apple,exposure,99.63,23.62,38.83,100.93,29.05,24614,14930,434,707,757,1018
2,2,7,apple,exposure,100.845,23.63,38.84,100.93,28.97,24597,14931,435,707,757,1018
2,2,7,apple,exposure,102.06,23.63,38.84,100.93,29.05,24591,14934,434,708,758,1019
2,2,7,apple,exposure,103.275,23.64,38.84,100.93,29.01,24582,14924,434,708,759,1019
2,2,7,apple,exposure,104.49,23.64,38.84,100.93,28.99,24619,14926,435,708,759,1017
2,2,7,apple,exposure,105.705,23.64,38.85,100.93,29.17,24701,14934,435,709,758,1018
2,2,7,apple,exposure,106.92,23.65,38.85,100.93,29.35,24727,14939,434,709,757,1017
2,2,7,apple,exposure,108.135,23.65,38.84,100.93,29.62,24815,14934,435,710,757,1018
2,2,7,apple,exposure,109.35,23.65,38.84,100.93,29.9,24827,14939,435,710,757,1018
2,2,7,apple,exposure,110.565,23.66,38.79,100.93,30.05,24839,14935,435,710,757,1018
2,2,7,apple,exposure,111.78,23.67,38.79,100.93,30.2,24845,14934,434,710,755,1018
2,2,7,apple,exposure,112.995,23.67,38.76,100.93,30.29,24843,14941,434,710,755,1018
2,2,7,apple,exposure,114.21,23.67,38.73,100.93,30.22,24860,14930,432,709,754,1018
2,2,7,apple,exposure,115.425,23.67,38.71,100.93,30.33,24863,14930,430,710,753,1017
2,2,7,apple,exposure,116.64,23.68,38.69,100.93,30.33,24813,14929,429,709,752,1018
2,2,7,apple,exposure,117.855,23.68,38.65,100.93,30.11,24795,14923,428,709,751,1018
2,2,7,apple,exposure,119.07,23.68,38.64,100.93,29.81,24792,14930,429,709,753,1018
2,2,7,apple,recovery,120.285,23.69,38.65,100.93,29.67,24695,14927,430,710,754,1017
2,2,7,apple,recovery,121.5,23.7,38.59,100.94,34.96,25034,14929,398,691,740,1011
2,2,7,apple,recovery,122.715,23.69,38.38,100.93,42.17,25563,14915,368,672,725,1003
2,2,7,apple,recovery,123.93,23.7,38.06,100.93,49.17,26095,14903,346,655,710,995
2,2,7,apple,recovery,125.145,23.69,37.67,100.93,56.05,26502,14881,329,640,698,989
2,2,7,apple,recovery,126.36,23.69,37.24,100.93,62.07,26897,14853,316,626,686,981
2,2,7,apple,recovery,127.575,23.69,36.83,100.93,67.31,27257,14836,307,615,675,975
2,2,7,apple,recovery,128.79,23.69,36.45,100.93,71.81,27594,14816,298,603,666,970
2,2,7,apple,recovery,130.005,23.68,36.07,100.93,75.64,27826,14804,291,594,657,964
2,2,7,apple,recovery,131.22,23.69,35.72,100.93,78.62,28025,14780,286,584,649,960
2,2,7,apple,recovery,132.435,23.68,35.4,100.93,81.37,28231,14764,282,575,641,954
2,2,7,apple,recovery,133.65,23.68,35.13,100.93,83.89,28401,14749,277,567,633,950
2,2,7,apple,recovery,134.865,23.68,34.9,100.93,85.61,28517,14746,273,559,626,946
2,2,7,apple,recovery,136.08,23.68,34.66,100.93,87.86,28650,14725,270,553,619,942
2,2,7,apple,recovery,137.295,23.68,34.45,100.93,89.26,28735,14719,268,546,614,941
2,2,7,apple,recovery,138.51,23.67,34.27,100.92,90.12,28782,14702,267,540,608,936
2,2,7,apple,recovery,139.725,23.68,34.12,100.93,92.11,28897,14698,265,535,602,932
2,2,7,apple,recovery,140.94,23.68,33.96,100.93,93.13,28959,14687,262,528,597,929
2,2,7,apple,recovery,142.155,23.68,33.85,100.93,93.76,29039,14686,261,523,591,925
2,2,7,apple,recovery,143.37,23.68,33.76,100.93,95.03,29173,14689,259,518,585,923
2,2,7,apple,recovery,144.585,23.68,33.65,100.93,94.74,29184,14675,258,514,581,920
2,2,7,apple,recovery,145.8,23.7,33.56,100.93,95.68,29182,14673,258,510,575,918
2,2,7,apple,recovery,147.015,23.69,33.49,100.93,95.55,29235,14662,258,506,571,915
2,2,7,apple,recovery,148.23,23.69,33.42,100.93,95.71,29276,14663,260,502,568,913
2,2,7,apple,recovery,149.445,23.69,33.35,100.93,96.6,29287,14656,261,499,565,910
2,2,7,apple,recovery,150.66,23.69,33.28,100.93,97.16,29347,14656,261,495,560,909
2,2,7,apple,recovery,151.875,23.69,33.21,100.93,98.3,29396,14648,263,493,557,906
2,2,7,apple,recovery,153.09,23.69,33.17,100.93,97.95,29373,14647,263,489,554,904
2,2,7,apple,recovery,154.305,23.69,33.13,100.93,98.47,29403,14642,263,487,550,903
2,2,7,apple,recovery,155.52,23.7,33.08,100.93,98.53,29448,14637,263,485,548,902
2,2,7,apple,recovery,156.735,23.7,33.04,100.93,99.58,29474,14647,261,482,545,900
2,2,7,apple,recovery,157.95,23.7,32.99,100.93,100.42,29482,14637,260,479,542,898
2,2,7,apple,recovery,159.165,23.69,32.96,100.93,100.84,29545,14632,256,477,538,896
2,2,7,apple,recovery,160.38,23.69,32.94,100.93,101.09,29582,14634,254,473,535,895
2,2,7,apple,recovery,161.595,23.69,32.92,100.93,101.76,29581,14632,252,470,532,892
2,2,7,apple,recovery,162.81,23.69,32.9,100.93,101.82,29619,14629,250,468,528,891
2,2,7,apple,recovery,164.025,23.68,32.87,100.93,103.08,29638,14629,250,466,525,889
2,2,7,apple,recovery,165.24,23.67,32.84,100.93,103.46,29651,14617,247,462,522,888
2,2,7,apple,recovery,166.455,23.68,32.81,100.93,104.17,29671,14624,246,460,520,887
2,2,7,apple,recovery,167.67,23.67,32.8,100.93,103.65,29803,14624,245,458,517,885
2,2,7,apple,recovery,168.885,23.68,32.77,100.93,104.1,29719,14624,245,456,514,885
2,2,7,apple,recovery,170.1,23.68,32.76,100.93,104.95,29746,14618,245,454,512,883
2,2,7,apple,recovery,171.315,23.68,32.74,100.93,105.21,29713,14617,245,452,509,881
2,2,7,apple,recovery,172.53,23.68,32.72,100.93,105.02,29814,14618,245,451,507,881
